System_Name,Entitlement_Code,Account_ID,CCM Access,Staff Access
S4423552,PRC,COMP,P,P
S4423552,TH,COMP,P,P
S4423552,WS,COMP,P,P
S4423552,31C,COMP,P,P
S4423552,52C,COMP,P,P
S4423552,.SC,CT03,E, 
S4423552,.SR,CT03,E, 
S4423552,/BM,CT03,E, 
S4423552,/CM,CT03,E, 
S4423552,/DC,CT03,E, 
S4423552,/FM,CT03,E, 
S4423552,/IL,CT03,E, 
S4423552,/LR,CT03,E, 
S4423552,/LS,CT03,E, 
S4423552,/MC,CT03,E, 
S4423552,/ME,CT03,E, 
S4423552,/ND,CT03,E, 
S4423552,/NE,CT03,E, 
S4423552,/NM,CT03,E, 
S4423552,/OB,CT03,E, 
S4423552,/PR,CT03,E, 
S4423552,/P1,CT03,E, 
S4423552,AAE,CT03,E, 
S4423552,AB,CT03,E, 
S4423552,ABE,CT03,E, 
S4423552,AE,CT03,E, 
S4423552,AHE,CT03,E, 
S4423552,AHR,CT03,E, 
S4423552,AIE,CT03,E, 
S4423552,AS,CT03,E, 
S4423552,ASE,CT03,E, 
S4423552,ATL,CT03,E, 
S4423552,ATT,CT03,E, 
S4423552,BAL,CT03,E, 
S4423552,BFR,CT03,E, 
S4423552,BL,CT03,E, 
S4423552,BLR,CT03,E, 
S4423552,BNK,CT03,E, 
S4423552,CAA,CT03,E, 
S4423552,CB,CT03,E, 
S4423552,CBE,CT03,E, 
S4423552,CDE,CT03,E, 
S4423552,CE,CT03,E, 
S4423552,CFE,CT03,E, 
S4423552,CGR,CT03,E, 
S4423552,CLC,CT03,E, 
S4423552,CLG,CT03,E, 
S4423552,CLI,CT03,E, 
S4423552,CLR,CT03,E, 
S4423552,CNE,CT03,E, 
S4423552,CNU,CT03,E, 
S4423552,CNX,CT03,E, 
S4423552,COE,CT03,E, 
S4423552,CPE,CT03,E, 
S4423552,CSE,CT03,E, 
S4423552,CSL,CT03,E, 
S4423552,CSR,CT03,E, 
S4423552,CUE,CT03,E, 
S4423552,CUN,CT03,E, 
S4423552,CUX,CT03,E, 
S4423552,CYL,CT03,E, 
S4423552,DE,CT03,E, 
S4423552,DEA,CT03,E, 
S4423552,DEE,CT03,E, 
S4423552,DIE,CT03,E, 
S4423552,DII,CT03,E, 
S4423552,DNE,CT03,E, 
S4423552,DNP,CT03,E, 
S4423552,DTP,CT03,E, 
S4423552,EAH,CT03,E, 
S4423552,ENQ,CT03,E, 
S4423552,EXE,CT03,E, 
S4423552,FCL,CT03,E, 
S4423552,FCP,CT03,E, 
S4423552,FGP,CT03,E, 
S4423552,FSR,CT03,E, 
S4423552,FTE,CT03,E, 
S4423552,FXP,CT03,E, 
S4423552,FX1,CT03,E, 
S4423552,GCL,CT03,E, 
S4423552,GDE,CT03,E, 
S4423552,GPR,CT03,E, 
S4423552,GRE,CT03,E, 
S4423552,HCR,CT03,E, 
S4423552,ITB,CT03,E, 
S4423552,JAE,CT03,E, 
S4423552,JRC,CT03,E, 
S4423552,KAA,CT03,E, 
S4423552,KAD,CT03,E, 
S4423552,KAR,CT03,E, 
S4423552,MCL,CT03,E, 
S4423552,MGP,CT03,E, 
S4423552,MMR,CT03,E, 
S4423552,MSP,CT03,E, 
S4423552,MSR,CT03,E, 
S4423552,MTE,CT03,E, 
S4423552,NDE,CT03,E, 
S4423552,NLE,CT03,E, 
S4423552,NOP,CT03,E, 
S4423552,NPE,CT03,E, 
S4423552,NPR,CT03,E, 
S4423552,PB,CT03,E, 
S4423552,PT,CT03,E, 
S4423552,RAD,CT03,E, 
S4423552,RAI,CT03,E, 
S4423552,RHL,CT03,E, 
S4423552,RQY,CT03,E, 
S4423552,RRL,CT03,E, 
S4423552,RS1,CT03,E, 
S4423552,RS2,CT03,E, 
S4423552,RUR,CT03,E, 
S4423552,SIR,CT03,E, 
S4423552,SUE,CT03,E, 
S4423552,TH,CT03,E, 
S4423552,TS,CT03,E, 
S4423552,URP,CT03,E, 
S4423552,USE,CT03,E, 
S4423552,WS,CT03,E, 
S4423552,YDI,CT03,E, 
S4423552,YSR,CT03,E, 
S4423552,ZZ2,CT03,E, 
S4423552,03C,CT03,E, 
S4423552,11C,CT03,E, 
S4423552,14C,CT03,E, 
S4423552,15C,CT03,E, 
S4423552,17C,CT03,E, 
S4423552,19C,CT03,E, 
S4423552,24C,CT03,E, 
S4423552,25C,CT03,E, 
S4423552,26C,CT03,E, 
S4423552,27C,CT03,E, 
S4423552,28C,CT03,E, 
S4423552,29C,CT03,E, 
S4423552,30C,CT03,E, 
S4423552,31C,CT03,E, 
S4423552,32C,CT03,E, 
S4423552,33C,CT03,E, 
S4423552,35C,CT03,E, 
S4423552,37C,CT03,E, 
S4423552,41C,CT03,E, 
S4423552,46C,CT03,E, 
S4423552,47C,CT03,E, 
S4423552,48C,CT03,E, 
S4423552,49C,CT03,E, 
S4423552,52C,CT03,E, 
S4423552,53C,CT03,E, 
S4423552,54C,CT03,E, 
S4423552,.SC,CT04,E, 
S4423552,.SR,CT04,E, 
S4423552,/BM,CT04,E, 
S4423552,/CM,CT04,E, 
S4423552,/DC,CT04,E, 
S4423552,/FM,CT04,E, 
S4423552,/IL,CT04,E, 
S4423552,/LR,CT04,E, 
S4423552,/LS,CT04,E, 
S4423552,/MC,CT04,E, 
S4423552,/ME,CT04,E, 
S4423552,/ND,CT04,E, 
S4423552,/NE,CT04,E, 
S4423552,/NM,CT04,E, 
S4423552,/OB,CT04,E, 
S4423552,/PR,CT04,E, 
S4423552,/P1,CT04,E, 
S4423552,AAE,CT04,E, 
S4423552,AB,CT04,E, 
S4423552,ABE,CT04,E, 
S4423552,AE,CT04,E, 
S4423552,AHE,CT04,E, 
S4423552,AHR,CT04,E, 
S4423552,AIE,CT04,E, 
S4423552,AS,CT04,E, 
S4423552,ASE,CT04,E, 
S4423552,ATL,CT04,E, 
S4423552,ATT,CT04,E, 
S4423552,BAL,CT04,E, 
S4423552,BFR,CT04,E, 
S4423552,BL,CT04,E, 
S4423552,BLR,CT04,E, 
S4423552,BNK,CT04,E, 
S4423552,CAA,CT04,E, 
S4423552,CB,CT04,E, 
S4423552,CBE,CT04,E, 
S4423552,CDE,CT04,E, 
S4423552,CE,CT04,E, 
S4423552,CFE,CT04,E, 
S4423552,CGR,CT04,E, 
S4423552,CLC,CT04,E, 
S4423552,CLG,CT04,E, 
S4423552,CLI,CT04,E, 
S4423552,CLR,CT04,E, 
S4423552,CNE,CT04,E, 
S4423552,CNU,CT04,E, 
S4423552,CNX,CT04,E, 
S4423552,COE,CT04,E, 
S4423552,CPE,CT04,E, 
S4423552,CSE,CT04,E, 
S4423552,CSL,CT04,E, 
S4423552,CSR,CT04,E, 
S4423552,CUE,CT04,E, 
S4423552,CUN,CT04,E, 
S4423552,CUX,CT04,E, 
S4423552,CYL,CT04,E, 
S4423552,DE,CT04,E, 
S4423552,DEA,CT04,E, 
S4423552,DEE,CT04,E, 
S4423552,DIE,CT04,E, 
S4423552,DII,CT04,E, 
S4423552,DNE,CT04,E, 
S4423552,DNP,CT04,E, 
S4423552,DTP,CT04,E, 
S4423552,EAH,CT04,E, 
S4423552,ENQ,CT04,E, 
S4423552,EXE,CT04,E, 
S4423552,FCL,CT04,E, 
S4423552,FCP,CT04,E, 
S4423552,FGP,CT04,E, 
S4423552,FSR,CT04,E, 
S4423552,FTE,CT04,E, 
S4423552,FXP,CT04,E, 
S4423552,FX1,CT04,E, 
S4423552,GCL,CT04,E, 
S4423552,GDE,CT04,E, 
S4423552,GPR,CT04,E, 
S4423552,GRE,CT04,E, 
S4423552,HCR,CT04,E, 
S4423552,ITB,CT04,E, 
S4423552,JAE,CT04,E, 
S4423552,JRC,CT04,E, 
S4423552,KAA,CT04,E, 
S4423552,KAD,CT04,E, 
S4423552,KAR,CT04,E, 
S4423552,MCL,CT04,E, 
S4423552,MGP,CT04,E, 
S4423552,MMR,CT04,E, 
S4423552,MSP,CT04,E, 
S4423552,MSR,CT04,E, 
S4423552,MTE,CT04,E, 
S4423552,NDE,CT04,E, 
S4423552,NLE,CT04,E, 
S4423552,NOP,CT04,E, 
S4423552,NPE,CT04,E, 
S4423552,NPR,CT04,E, 
S4423552,PB,CT04,E, 
S4423552,PT,CT04,E, 
S4423552,RAD,CT04,E, 
S4423552,RAI,CT04,E, 
S4423552,RHL,CT04,E, 
S4423552,RQY,CT04,E, 
S4423552,RRL,CT04,E, 
S4423552,RS1,CT04,E, 
S4423552,RS2,CT04,E, 
S4423552,RUR,CT04,E, 
S4423552,SIR,CT04,E, 
S4423552,SUE,CT04,E, 
S4423552,TH,CT04,E, 
S4423552,TS,CT04,E, 
S4423552,URP,CT04,E, 
S4423552,USE,CT04,E, 
S4423552,WS,CT04,E, 
S4423552,YDI,CT04,E, 
S4423552,YSR,CT04,E, 
S4423552,ZZ2,CT04,E, 
S4423552,03C,CT04,E, 
S4423552,11C,CT04,E, 
S4423552,14C,CT04,E, 
S4423552,15C,CT04,E, 
S4423552,17C,CT04,E, 
S4423552,19C,CT04,E, 
S4423552,24C,CT04,E, 
S4423552,25C,CT04,E, 
S4423552,26C,CT04,E, 
S4423552,27C,CT04,E, 
S4423552,28C,CT04,E, 
S4423552,29C,CT04,E, 
S4423552,30C,CT04,E, 
S4423552,31C,CT04,E, 
S4423552,32C,CT04,E, 
S4423552,33C,CT04,E, 
S4423552,35C,CT04,E, 
S4423552,37C,CT04,E, 
S4423552,41C,CT04,E, 
S4423552,46C,CT04,E, 
S4423552,47C,CT04,E, 
S4423552,48C,CT04,E, 
S4423552,49C,CT04,E, 
S4423552,52C,CT04,E, 
S4423552,53C,CT04,E, 
S4423552,54C,CT04,E, 
S4423552,/AK,CT05, , 
S4423552,/BM,CT05, , 
S4423552,/CM,CT05, , 
S4423552,/FM,CT05, , 
S4423552,/ND,CT05, , 
S4423552,/NE,CT05, , 
S4423552,/P1,CT05, , 
S4423552,AAE,CT05, , 
S4423552,AB,CT05, , 
S4423552,ABE,CT05, , 
S4423552,AE,CT05, , 
S4423552,AHE,CT05, , 
S4423552,AHR,CT05, , 
S4423552,AIE,CT05, , 
S4423552,AS,CT05, , 
S4423552,ASE,CT05, , 
S4423552,CBE,CT05, , 
S4423552,CDE,CT05, , 
S4423552,CFE,CT05, , 
S4423552,COE,CT05, , 
S4423552,DE,CT05, , 
S4423552,DEE,CT05, , 
S4423552,DIE,CT05, , 
S4423552,EAH,CT05, , 
S4423552,ENQ,CT05, , 
S4423552,JRC,CT05, , 
S4423552,RAD,CT05, , 
S4423552,RAI,CT05, , 
S4423552,SUE,CT05, , 
S4423552,TH,CT05, , 
S4423552,TS,CT05, , 
S4423552,URP,CT05, , 
S4423552,USE,CT05, , 
S4423552,WS,CT05, , 
S4423552,YDI,CT05, , 
S4423552,YGE,CT05, , 
S4423552,ZZ2,CT05, , 
S4423552,03C,CT05, , 
S4423552,14C,CT05, , 
S4423552,15C,CT05, , 
S4423552,17C,CT05, , 
S4423552,27C,CT05, , 
S4423552,29C,CT05, , 
S4423552,31C,CT05, , 
S4423552,33C,CT05, , 
S4423552,37C,CT05, , 
S4423552,41C,CT05, , 
S4423552,48C,CT05, , 
S4423552,49C,CT05, , 
S4423552,52C,CT05, , 
S4423552,53C,CT05, , 
S4423552,54C,CT05, , 
S4423552,/BM,CT08, , 
S4423552,/CM,CT08, , 
S4423552,/DC,CT08, , 
S4423552,/FM,CT08, , 
S4423552,/IL,CT08, , 
S4423552,/LR,CT08, , 
S4423552,/LS,CT08, , 
S4423552,/MC,CT08, , 
S4423552,/ME,CT08, , 
S4423552,/ND,CT08, , 
S4423552,/NE,CT08, , 
S4423552,/NM,CT08, , 
S4423552,/PR,CT08, , 
S4423552,/P1,CT08, , 
S4423552,AAE,CT08, , 
S4423552,AB,CT08, , 
S4423552,ABE,CT08, , 
S4423552,AE,CT08, , 
S4423552,AHE,CT08, , 
S4423552,AHR,CT08, , 
S4423552,AIE,CT08, , 
S4423552,AS,CT08, , 
S4423552,ASE,CT08, , 
S4423552,ATL,CT08, , 
S4423552,ATT,CT08, , 
S4423552,BAL,CT08, , 
S4423552,BFR,CT08, , 
S4423552,BL,CT08, , 
S4423552,BLR,CT08, , 
S4423552,BNK,CT08, , 
S4423552,CB,CT08, , 
S4423552,CBE,CT08, , 
S4423552,CDE,CT08, , 
S4423552,CE,CT08, , 
S4423552,CFE,CT08, , 
S4423552,CGR,CT08, , 
S4423552,CLC,CT08, , 
S4423552,CLG,CT08, , 
S4423552,CLI,CT08, , 
S4423552,CLR,CT08, , 
S4423552,CNE,CT08, , 
S4423552,CNU,CT08, , 
S4423552,CNX,CT08, , 
S4423552,COE,CT08, , 
S4423552,CPE,CT08, , 
S4423552,CSE,CT08, , 
S4423552,CSL,CT08, , 
S4423552,CSR,CT08, , 
S4423552,CUE,CT08, , 
S4423552,CUN,CT08, , 
S4423552,CUX,CT08, , 
S4423552,CYL,CT08, , 
S4423552,DE,CT08, , 
S4423552,DEA,CT08, , 
S4423552,DEE,CT08, , 
S4423552,DIE,CT08, , 
S4423552,DII,CT08, , 
S4423552,DNE,CT08, , 
S4423552,DNP,CT08, , 
S4423552,DTP,CT08, , 
S4423552,EAH,CT08, , 
S4423552,EAI,CT08, , 
S4423552,ENQ,CT08, , 
S4423552,EXE,CT08, , 
S4423552,FCL,CT08, , 
S4423552,FCP,CT08, , 
S4423552,FGP,CT08, , 
S4423552,FSR,CT08, , 
S4423552,FTE,CT08, , 
S4423552,FXP,CT08, , 
S4423552,GCL,CT08, , 
S4423552,GDE,CT08, , 
S4423552,GPR,CT08, , 
S4423552,GRE,CT08, , 
S4423552,HCR,CT08, , 
S4423552,ITB,CT08, , 
S4423552,JAE,CT08, , 
S4423552,JRC,CT08, , 
S4423552,KAA,CT08, , 
S4423552,KAD,CT08, , 
S4423552,KAR,CT08, , 
S4423552,MCL,CT08, , 
S4423552,MGP,CT08, , 
S4423552,MMR,CT08, , 
S4423552,MSP,CT08, , 
S4423552,MSR,CT08, , 
S4423552,MTE,CT08, , 
S4423552,NAE,CT08, , 
S4423552,NDE,CT08, , 
S4423552,NLE,CT08, , 
S4423552,NOP,CT08, , 
S4423552,NPE,CT08, , 
S4423552,NPR,CT08, , 
S4423552,NRC,CT08, , 
S4423552,NSE,CT08, , 
S4423552,NWE,CT08, , 
S4423552,NWR,CT08, , 
S4423552,PB,CT08, , 
S4423552,PT,CT08, , 
S4423552,RAD,CT08, , 
S4423552,RAI,CT08, , 
S4423552,RHL,CT08, , 
S4423552,RQY,CT08, , 
S4423552,RRL,CT08, , 
S4423552,RS1,CT08, , 
S4423552,RS2,CT08, , 
S4423552,RUR,CT08, , 
S4423552,SIR,CT08, , 
S4423552,SUE,CT08, , 
S4423552,TH,CT08, , 
S4423552,TS,CT08, , 
S4423552,URP,CT08, , 
S4423552,USE,CT08, , 
S4423552,WS,CT08, , 
S4423552,YDI,CT08, , 
S4423552,ZZ2,CT08, , 
S4423552,03C,CT08, , 
S4423552,11C,CT08, , 
S4423552,14C,CT08, , 
S4423552,15C,CT08, , 
S4423552,17C,CT08, , 
S4423552,19C,CT08, , 
S4423552,24C,CT08, , 
S4423552,25C,CT08, , 
S4423552,26C,CT08, , 
S4423552,27C,CT08, , 
S4423552,28C,CT08, , 
S4423552,29C,CT08, , 
S4423552,30C,CT08, , 
S4423552,31C,CT08, , 
S4423552,32C,CT08, , 
S4423552,33C,CT08, , 
S4423552,35C,CT08, , 
S4423552,37C,CT08, , 
S4423552,41C,CT08, , 
S4423552,46C,CT08, , 
S4423552,47C,CT08, , 
S4423552,48C,CT08, , 
S4423552,49C,CT08, , 
S4423552,52C,CT08, , 
S4423552,53C,CT08, , 
S4423552,54C,CT08, , 
S4423552,/AK,CT12, , 
S4423552,/BM,CT12, , 
S4423552,/CM,CT12, , 
S4423552,/FM,CT12, , 
S4423552,/ND,CT12, , 
S4423552,/NE,CT12, , 
S4423552,/P1,CT12, , 
S4423552,AAE,CT12, , 
S4423552,AB,CT12, , 
S4423552,ABE,CT12, , 
S4423552,AE,CT12, , 
S4423552,AHE,CT12, , 
S4423552,AHR,CT12, , 
S4423552,AIE,CT12, , 
S4423552,AS,CT12, , 
S4423552,ASE,CT12, , 
S4423552,CBE,CT12, , 
S4423552,CDE,CT12, , 
S4423552,CFE,CT12, , 
S4423552,COE,CT12, , 
S4423552,DE,CT12, , 
S4423552,DEE,CT12, , 
S4423552,DIE,CT12, , 
S4423552,EAH,CT12, , 
S4423552,ENQ,CT12, , 
S4423552,JRC,CT12, , 
S4423552,RAD,CT12, , 
S4423552,RAI,CT12, , 
S4423552,SUE,CT12, , 
S4423552,TH,CT12, , 
S4423552,TS,CT12, , 
S4423552,URP,CT12, , 
S4423552,USE,CT12, , 
S4423552,WS,CT12, , 
S4423552,YDI,CT12, , 
S4423552,YGE,CT12, , 
S4423552,ZZ2,CT12, , 
S4423552,03C,CT12, , 
S4423552,14C,CT12, , 
S4423552,15C,CT12, , 
S4423552,17C,CT12, , 
S4423552,27C,CT12, , 
S4423552,29C,CT12, , 
S4423552,31C,CT12, , 
S4423552,33C,CT12, , 
S4423552,37C,CT12, , 
S4423552,41C,CT12, , 
S4423552,48C,CT12, , 
S4423552,49C,CT12, , 
S4423552,52C,CT12, , 
S4423552,53C,CT12, , 
S4423552,54C,CT12, , 
S4423552,AB,CT14,E, 
S4423552,AE,CT14,E, 
S4423552,AIE,CT14,E, 
S4423552,AS,CT14,E, 
S4423552,CCZ,CT14,E, 
S4423552,COR,CT14,E, 
S4423552,CTE,CT14,E, 
S4423552,CVE,CT14,E, 
S4423552,DIE,CT14,E, 
S4423552,EAH,CT14,E, 
S4423552,ENQ,CT14,E, 
S4423552,ITE,CT14,E, 
S4423552,MMM,CT14,E, 
S4423552,RAD,CT14,E, 
S4423552,TH,CT14,E, 
S4423552,TS,CT14,E, 
S4423552,YDI,CT14,E, 
S4423552,YU2,CT14,E, 
S4423552,31C,CT14,E, 
S4423552,AB,CT24,E, 
S4423552,AE,CT24,E, 
S4423552,AIE,CT24,E, 
S4423552,AS,CT24,E, 
S4423552,CCZ,CT24,E, 
S4423552,COR,CT24,E, 
S4423552,CTE,CT24,E, 
S4423552,CVE,CT24,E, 
S4423552,DIE,CT24,E, 
S4423552,EAH,CT24,E, 
S4423552,ENQ,CT24,E, 
S4423552,ITE,CT24,E, 
S4423552,MMM,CT24,E, 
S4423552,RAD,CT24,E, 
S4423552,TH,CT24,E, 
S4423552,TS,CT24,E, 
S4423552,YDI,CT24,E, 
S4423552,YU2,CT24,E, 
S4423552,31C,CT24,E, 
S4423552,/BM,CT83,E, 
S4423552,/CM,CT83,E, 
S4423552,/FM,CT83,E, 
S4423552,/IL,CT83,E, 
S4423552,/LR,CT83,E, 
S4423552,/LS,CT83,E, 
S4423552,/MC,CT83,E, 
S4423552,/ME,CT83,E, 
S4423552,/ND,CT83,E, 
S4423552,/NM,CT83,E, 
S4423552,/PR,CT83,E, 
S4423552,/P1,CT83,E, 
S4423552,AAE,CT83,E, 
S4423552,AB,CT83,E, 
S4423552,ABE,CT83,E, 
S4423552,AE,CT83,E, 
S4423552,AHE,CT83,E, 
S4423552,AHR,CT83,E, 
S4423552,AIE,CT83,E, 
S4423552,AS,CT83,E, 
S4423552,ASE,CT83,E, 
S4423552,ATL,CT83,E, 
S4423552,ATT,CT83,E, 
S4423552,BAL,CT83,E, 
S4423552,BFR,CT83,E, 
S4423552,BL,CT83,E, 
S4423552,BLR,CT83,E, 
S4423552,BNK,CT83,E, 
S4423552,C,CT83,E, 
S4423552,CB,CT83,E, 
S4423552,CBE,CT83,E, 
S4423552,CDE,CT83,E, 
S4423552,CE,CT83,E, 
S4423552,CFE,CT83,E, 
S4423552,CGR,CT83,E, 
S4423552,CIE,CT83,E, 
S4423552,CLC,CT83,E, 
S4423552,CLG,CT83,E, 
S4423552,CLI,CT83,E, 
S4423552,CLR,CT83,E, 
S4423552,CNE,CT83,E, 
S4423552,CNU,CT83,E, 
S4423552,CNX,CT83,E, 
S4423552,COE,CT83,E, 
S4423552,CPE,CT83,E, 
S4423552,CSE,CT83,E, 
S4423552,CSL,CT83,E, 
S4423552,CSR,CT83,E, 
S4423552,CUE,CT83,E, 
S4423552,CUN,CT83,E, 
S4423552,CUX,CT83,E, 
S4423552,CYL,CT83,E, 
S4423552,C10,CT83,E, 
S4423552,C11,CT83,E, 
S4423552,C12,CT83,E, 
S4423552,C13,CT83,E, 
S4423552,C14,CT83,E, 
S4423552,C15,CT83,E, 
S4423552,C16,CT83,E, 
S4423552,C18,CT83,E, 
S4423552,C20,CT83,E, 
S4423552,C21,CT83,E, 
S4423552,C22,CT83,E, 
S4423552,C23,CT83,E, 
S4423552,C24,CT83,E, 
S4423552,C25,CT83,E, 
S4423552,C26,CT83,E, 
S4423552,C27,CT83,E, 
S4423552,C28,CT83,E, 
S4423552,C29,CT83,E, 
S4423552,C30,CT83,E, 
S4423552,C31,CT83,E, 
S4423552,C32,CT83,E, 
S4423552,C33,CT83,E, 
S4423552,C34,CT83,E, 
S4423552,C35,CT83,E, 
S4423552,C50,CT83,E, 
S4423552,DE,CT83,E, 
S4423552,DEA,CT83,E, 
S4423552,DEE,CT83,E, 
S4423552,DIE,CT83,E, 
S4423552,DII,CT83,E, 
S4423552,DNE,CT83,E, 
S4423552,DNP,CT83,E, 
S4423552,DTP,CT83,E, 
S4423552,EAH,CT83,E, 
S4423552,ENQ,CT83,E, 
S4423552,EQU,CT83,E, 
S4423552,EXE,CT83,E, 
S4423552,FCL,CT83,E, 
S4423552,FCP,CT83,E, 
S4423552,FGP,CT83,E, 
S4423552,FSR,CT83,E, 
S4423552,FTE,CT83,E, 
S4423552,FXP,CT83,E, 
S4423552,F80,CT83,E, 
S4423552,GCL,CT83,E, 
S4423552,GDE,CT83,E, 
S4423552,GPR,CT83,E, 
S4423552,GRE,CT83,E, 
S4423552,HCR,CT83,E, 
S4423552,ITB,CT83,E, 
S4423552,JAE,CT83,E, 
S4423552,JRC,CT83,E, 
S4423552,KAA,CT83,E, 
S4423552,KAD,CT83,E, 
S4423552,KAR,CT83,E, 
S4423552,MCL,CT83,E, 
S4423552,MGP,CT83,E, 
S4423552,MMR,CT83,E, 
S4423552,MSP,CT83,E, 
S4423552,MSR,CT83,E, 
S4423552,MTE,CT83,E, 
S4423552,NLE,CT83,E, 
S4423552,NOP,CT83,E, 
S4423552,NPE,CT83,E, 
S4423552,NPR,CT83,E, 
S4423552,PB,CT83,E, 
S4423552,PT,CT83,E, 
S4423552,RAD,CT83,E, 
S4423552,RAI,CT83,E, 
S4423552,RHL,CT83,E, 
S4423552,RQY,CT83,E, 
S4423552,RRL,CT83,E, 
S4423552,RR2,CT83,E, 
S4423552,RS1,CT83,E, 
S4423552,RS2,CT83,E, 
S4423552,RUR,CT83,E, 
S4423552,SIR,CT83,E, 
S4423552,SUE,CT83,E, 
S4423552,S12,CT83,E, 
S4423552,S13,CT83,E, 
S4423552,S14,CT83,E, 
S4423552,TH,CT83,E, 
S4423552,TS,CT83,E, 
S4423552,URP,CT83,E, 
S4423552,USE,CT83,E, 
S4423552,WS,CT83,E, 
S4423552,YDI,CT83,E, 
S4423552,YGE,CT83,E, 
S4423552,YTB,CT83,E, 
S4423552,YUT,CT83,E, 
S4423552,Y04,CT83,E, 
S4423552,ZZ2,CT83,E, 
S4423552,03C,CT83,E, 
S4423552,11C,CT83,E, 
S4423552,14C,CT83,E, 
S4423552,15C,CT83,E, 
S4423552,17C,CT83,E, 
S4423552,19C,CT83,E, 
S4423552,24C,CT83,E, 
S4423552,25C,CT83,E, 
S4423552,26C,CT83,E, 
S4423552,27C,CT83,E, 
S4423552,28C,CT83,E, 
S4423552,29C,CT83,E, 
S4423552,30C,CT83,E, 
S4423552,31C,CT83,E, 
S4423552,32C,CT83,E, 
S4423552,33C,CT83,E, 
S4423552,35C,CT83,E, 
S4423552,37C,CT83,E, 
S4423552,41C,CT83,E, 
S4423552,46C,CT83,E, 
S4423552,47C,CT83,E, 
S4423552,48C,CT83,E, 
S4423552,49C,CT83,E, 
S4423552,52C,CT83,E, 
S4423552,53C,CT83,E, 
S4423552,54C,CT83,E, 
S4423552,/BM,CT89, , 
S4423552,/CM,CT89, , 
S4423552,/DC,CT89, , 
S4423552,/FM,CT89, , 
S4423552,/IL,CT89, , 
S4423552,/LR,CT89, , 
S4423552,/LS,CT89, , 
S4423552,/MC,CT89, , 
S4423552,/ME,CT89, , 
S4423552,/ND,CT89, , 
S4423552,/NE,CT89, , 
S4423552,/NM,CT89, , 
S4423552,/PR,CT89, , 
S4423552,/P1,CT89, , 
S4423552,AAE,CT89, , 
S4423552,AB,CT89, , 
S4423552,ABE,CT89, , 
S4423552,AE,CT89, , 
S4423552,AHE,CT89, , 
S4423552,AHR,CT89, , 
S4423552,AIE,CT89, , 
S4423552,AS,CT89, , 
S4423552,ASE,CT89, , 
S4423552,ATL,CT89, , 
S4423552,ATT,CT89, , 
S4423552,BAL,CT89, , 
S4423552,BFR,CT89, , 
S4423552,BL,CT89, , 
S4423552,BLR,CT89, , 
S4423552,BNK,CT89, , 
S4423552,CB,CT89, , 
S4423552,CBE,CT89, , 
S4423552,CDE,CT89, , 
S4423552,CE,CT89, , 
S4423552,CFE,CT89, , 
S4423552,CGR,CT89, , 
S4423552,CLC,CT89, , 
S4423552,CLG,CT89, , 
S4423552,CLI,CT89, , 
S4423552,CLR,CT89, , 
S4423552,CNE,CT89, , 
S4423552,CNU,CT89, , 
S4423552,CNX,CT89, , 
S4423552,COE,CT89, , 
S4423552,CPE,CT89, , 
S4423552,CSE,CT89, , 
S4423552,CSL,CT89, , 
S4423552,CSR,CT89, , 
S4423552,CUE,CT89, , 
S4423552,CUN,CT89, , 
S4423552,CUX,CT89, , 
S4423552,CYL,CT89, , 
S4423552,DE,CT89, , 
S4423552,DEA,CT89, , 
S4423552,DEE,CT89, , 
S4423552,DIE,CT89, , 
S4423552,DII,CT89, , 
S4423552,DNE,CT89, , 
S4423552,DNP,CT89, , 
S4423552,DTP,CT89, , 
S4423552,EAH,CT89, , 
S4423552,EAI,CT89, , 
S4423552,ENQ,CT89, , 
S4423552,EXE,CT89, , 
S4423552,FCL,CT89, , 
S4423552,FCP,CT89, , 
S4423552,FGP,CT89, , 
S4423552,FSR,CT89, , 
S4423552,FTE,CT89, , 
S4423552,FXP,CT89, , 
S4423552,GCL,CT89, , 
S4423552,GDE,CT89, , 
S4423552,GPR,CT89, , 
S4423552,GRE,CT89, , 
S4423552,HCR,CT89, , 
S4423552,ITB,CT89, , 
S4423552,JAE,CT89, , 
S4423552,JRC,CT89, , 
S4423552,KAA,CT89, , 
S4423552,KAD,CT89, , 
S4423552,KAR,CT89, , 
S4423552,MCL,CT89, , 
S4423552,MGP,CT89, , 
S4423552,MMR,CT89, , 
S4423552,MSP,CT89, , 
S4423552,MSR,CT89, , 
S4423552,MTE,CT89, , 
S4423552,NAE,CT89, , 
S4423552,NDE,CT89, , 
S4423552,NLE,CT89, , 
S4423552,NOP,CT89, , 
S4423552,NPE,CT89, , 
S4423552,NPR,CT89, , 
S4423552,NRC,CT89, , 
S4423552,NSE,CT89, , 
S4423552,NWE,CT89, , 
S4423552,NWR,CT89, , 
S4423552,PB,CT89, , 
S4423552,PT,CT89, , 
S4423552,RAD,CT89, , 
S4423552,RAI,CT89, , 
S4423552,RHL,CT89, , 
S4423552,RQY,CT89, , 
S4423552,RRL,CT89, , 
S4423552,RS1,CT89, , 
S4423552,RS2,CT89, , 
S4423552,RUR,CT89, , 
S4423552,SIR,CT89, , 
S4423552,SUE,CT89, , 
S4423552,TH,CT89, , 
S4423552,TS,CT89, , 
S4423552,URP,CT89, , 
S4423552,USE,CT89, , 
S4423552,WS,CT89, , 
S4423552,YDI,CT89, , 
